,srno,mobmake,hubid,hubpincode,pickuppartnerid,deliverypartnerid,insuranceCompanyId,custpincodecategory,claimtype,custpincode,memcreateddate,mobilepurchasedate,claimintdate,servicecntrid,pickupStartdate,tat_in_days
426,2839892,0,8,700064,233,233,131,0,0.002051661450425046,700067,2017-07-29,2017-07-13,2018-02-05,4508,2018-02-20,12
427,3010965,1,8,700064,233,233,131,0,0.002051661450425046,700029,2017-10-05,2017-10-04,2018-03-23,4499,2018-04-01,12
428,2884719,1,6,160059,233,233,131,1,0.002051661450425046,160045,2017-05-15,2017-05-14,2018-02-19,4437,2018-03-03,11
429,2849093,3,1,400059,233,233,131,0,0.002051661450425046,400057,2017-09-29,2017-09-29,2018-02-07,4545,2018-02-13,13
430,2862026,3,2,110018,233,233,131,0,0.002051661450425046,110030,2015-10-28,2015-10-26,2018-02-12,4094,2018-02-16,14
431,2987791,3,8,700064,233,233,131,0,0.002051661450425046,700024,2017-09-21,2017-09-15,2018-03-16,4511,2018-03-19,14
432,3005622,3,2,110018,308,233,228,0,0.002051661450425046,122018,2018-01-31,2018-01-29,2018-03-22,4091,2018-03-27,13
433,3004922,3,8,700064,233,233,131,1,0.002051661450425046,734001,2017-08-08,2017-08-08,2018-03-21,4511,2018-03-29,14
434,3064439,0,21,110015,233,233,131,1,0.002051661450425046,123501,2017-08-01,2017-07-04,2018-04-07,4580,2018-04-14,11
435,2854280,9,2,110018,233,233,131,1,0.002051661450425046,201206,2017-07-15,2017-01-15,2018-02-09,4093,2018-02-15,12
436,2885668,0,22,400104,233,0,131,0,0.002051661450425046,400607,2017-07-24,2018-03-05,2018-02-19,4581,2018-02-21,12
437,2885668,0,22,400104,233,0,131,0,0.002051661450425046,400607,2017-07-24,2018-03-05,2018-02-19,4581,2018-02-21,12
438,2885668,0,22,400104,233,233,131,0,0.002051661450425046,400607,2017-07-24,2018-03-05,2018-02-19,4581,2018-02-21,12
439,2820881,0,7,500004,233,233,131,1,0.002051661450425046,530024,2016-05-02,2016-04-21,2018-01-30,4403,2018-02-23,10
440,2890218,4,8,700064,233,233,131,0,0.002051661450425046,700039,2018-01-04,2018-01-04,2018-02-20,4499,2018-02-22,15
441,2882414,4,17,800001,233,233,131,2,0.002051661450425046,834001,2018-02-08,2018-02-08,2018-02-17,4370,2018-02-22,15
442,2939002,0,21,110015,233,233,131,0,0.002051661450425046,110092,2017-06-19,2017-06-17,2018-03-04,4580,2018-03-07,11
443,2893426,4,12,302006,233,233,131,0,0.002051661450425046,302002,2017-10-30,2017-10-27,2018-02-21,4407,2018-03-09,15
444,2957519,0,21,110015,201,233,131,3,0.002051661450425046,244302,2018-01-05,2018-01-03,2018-03-08,4580,2018-03-12,15
445,2961596,1,8,700064,233,233,131,0,0.002051661450425046,700016,2017-05-02,2017-05-02,2018-03-09,4499,2018-03-12,12
446,2969955,0,22,400104,233,233,131,0,0.002051661450425046,400004,2016-04-29,2016-04-23,2018-03-11,4581,2018-03-14,12
447,3003306,1,23,400001,233,233,228,0,0.002051661450425046,411039,2017-08-04,2017-07-31,2018-03-21,4398,2018-03-23,11
448,3008317,1,23,400001,233,233,131,0,0.002051661450425046,401208,2017-11-03,2017-10-22,2018-03-22,4398,2018-03-31,11
449,3013847,1,27,110034,233,233,131,1,0.002051661450425046,281001,2018-02-26,2018-02-21,2018-03-24,4388,2018-04-06,12
450,3091541,0,21,110015,233,233,131,2,0.002051661450425046,122022,2017-11-25,2017-11-23,2018-04-17,4580,2018-04-20,11
451,2881093,1,3,560011,233,245,131,0,0.002051661450425046,560061,2017-08-05,2017-08-05,2018-02-17,4460,2018-02-19,9
452,2999739,26,1,400059,201,201,131,3,0.002051661450425046,322230,2016-12-31,2016-12-31,2018-03-20,4011,2018-03-28,25
453,2853460,1,7,500004,233,233,131,2,0.002051661450425046,531033,2018-01-15,2017-07-10,2018-02-08,4474,2018-02-10,9
454,2863205,3,12,302006,233,233,228,2,0.002051661450425046,335001,2018-01-16,2017-07-14,2018-02-12,4453,2018-02-20,16
455,2972394,0,21,110015,233,233,131,0,0.002051661450425046,110042,2018-02-03,2018-02-02,2018-03-12,4580,2018-03-18,11
456,2944507,1,6,160059,233,233,228,1,0.002051661450425046,160022,2018-02-17,2018-02-10,2018-03-06,4437,2018-03-18,11
457,2988396,3,6,160059,233,233,131,2,0.002051661450425046,143001,2018-02-20,2017-02-20,2018-03-16,4549,2018-03-19,14
458,2867079,7,3,560011,233,233,131,0,0.002051661450425046,560037,2017-08-27,2017-02-07,2018-02-13,4467,2018-02-18,11
459,2867079,0,3,560011,233,233,131,0,0.002051661450425046,560037,2017-08-27,2017-08-05,2018-02-13,4467,2018-02-18,10
460,2880608,0,7,500004,233,233,228,1,0.002051661450425046,520003,2017-10-24,2017-10-21,2018-02-17,4403,2018-02-23,10
461,3064994,7,7,500004,233,233,228,0,0.002051661450425046,500016,2017-10-24,2017-07-11,2018-04-07,4479,2018-04-09,11
462,2949167,0,22,400104,233,233,131,1,0.002051661450425046,452001,2017-05-29,2017-05-24,2018-03-07,4581,2018-03-11,12
463,2948495,0,8,700064,233,233,131,0,0.002051661450425046,700073,2018-03-01,2017-07-05,2018-03-07,4508,2018-03-31,12
464,3063867,3,2,110018,233,233,228,0,0.002051661450425046,122001,2018-03-18,2017-01-16,2018-04-07,4094,2018-04-12,14
465,3021561,11,2,110018,233,233,228,0,0.002051661450425046,500006,2017-12-07,2017-09-26,2018-03-26,4540,2018-04-11,13
466,2820038,0,21,110015,233,233,131,0,0.002051661450425046,110002,2016-04-18,2016-04-16,2018-01-30,4580,2018-02-01,11
467,2847877,0,21,110015,233,233,131,0,0.002051661450425046,110051,2017-04-15,2017-04-13,2018-02-07,4580,2018-02-13,11
468,2865079,0,21,110015,233,233,131,1,0.002051661450425046,202002,2017-11-11,2017-11-09,2018-02-12,4580,2018-02-19,11
469,2900423,0,21,110015,233,233,228,0,0.002051661450425046,302021,2017-12-25,2017-02-19,2018-02-23,4580,2018-03-07,11
470,2990737,0,26,560066,233,233,131,0,0.002051661450425046,560066,2017-04-30,2017-03-18,2018-03-17,5001,2018-03-21,10
471,2990737,0,26,560066,233,233,131,0,0.002051661450425046,560066,2017-04-30,2016-07-12,2018-03-17,5001,2018-03-21,10
472,3029858,1,25,560037,233,233,228,0,0.002051661450425046,560064,2017-09-05,2016-11-12,2018-03-28,4460,2018-03-28,10
473,2991326,0,22,400104,233,233,131,1,0.002051661450425046,389330,2017-11-18,2017-11-16,2018-03-17,4581,2018-03-27,12
474,3044525,0,22,400104,233,233,131,1,0.002051661450425046,440022,2017-10-19,2017-10-17,2018-04-01,4581,2018-04-04,12
475,3059193,3,2,110018,233,233,131,0,0.002051661450425046,110096,2017-04-13,2017-04-13,2018-04-06,4550,2018-04-11,13
476,2983302,4,23,400001,233,245,131,1,0.002051661450425046,395006,2017-12-28,2017-12-28,2018-03-15,4398,2018-03-19,13
477,2873245,8,6,160059,233,233,131,1,0.002051661450425046,160019,2018-01-18,2018-01-18,2018-02-15,4673,2018-03-19,12
478,2837265,0,22,400104,233,233,131,1,0.002051661450425046,440009,2017-03-04,2017-03-03,2018-02-03,4581,2018-02-04,12
479,2844359,1,5,380009,233,233,131,0,0.002051661450425046,380051,2017-08-23,2017-04-28,2018-02-06,4422,2018-02-12,10
480,2893370,0,2,110018,233,233,228,0,0.002051661450425046,110075,2017-05-21,2017-02-18,2018-02-21,4147,2018-02-23,12
481,3050376,2,1,400059,233,233,131,0,0.002051661450425046,380051,2018-01-02,2018-01-02,2018-04-03,4018,2018-04-14,16
482,2983420,5,3,560011,233,245,131,1,0.002051661450425046,570016,2017-12-20,2017-07-09,2018-03-15,4468,2018-03-18,11
483,2973415,0,21,110015,233,233,131,2,0.002051661450425046,143001,2017-07-20,2017-07-07,2018-03-13,4580,2018-03-17,11
484,2941814,3,10,226010,233,233,131,1,0.002051661450425046,243001,2018-02-06,2017-05-25,2018-03-05,4547,2018-03-09,14
485,3048230,0,21,110015,308,233,131,0,0.002051661450425046,110030,2016-08-25,2016-08-23,2018-04-02,4580,2018-04-06,9
486,2940204,5,8,700064,233,233,131,0,0.002051661450425046,711101,2017-04-25,2018-04-05,2018-03-05,4499,2018-03-09,14
487,2822818,0,8,700064,233,233,131,0,0.002051661450425046,700001,2016-08-01,2016-05-11,2018-01-31,4508,2018-02-02,12
488,2838596,0,21,110015,233,233,131,0,0.002051661450425046,201301,2017-07-07,2017-06-29,2018-02-04,4580,2018-02-13,11
489,2848163,1,12,302006,233,233,131,0,0.002051661450425046,302012,2017-07-13,2017-05-02,2018-02-07,4407,2018-02-19,13
490,2879698,3,6,160059,233,233,228,1,0.002051661450425046,160030,2017-12-06,2016-11-25,2018-02-17,4549,2018-02-19,14
491,2931443,15,1,400059,233,233,131,0,0.002051661450425046,110039,2017-07-26,2017-07-24,2018-03-03,4011,2018-03-07,18
492,2978646,3,4,600024,233,233,131,1,0.002051661450425046,620001,2017-11-04,2017-11-03,2018-03-14,4492,2018-03-20,12
493,2977403,36,2,110018,308,233,131,0,0.002051661450425046,110051,2017-04-28,2017-03-06,2018-03-13,4091,2018-03-20,11
494,3017262,3,12,302006,233,233,131,0,0.002051661450425046,302022,2017-12-17,2017-12-15,2018-03-25,4453,2018-03-27,16
495,3042076,0,22,400104,233,233,131,0,0.002051661450425046,380006,2017-06-12,2017-06-10,2018-03-31,4581,2018-04-04,12
496,3008475,3,2,110018,233,233,131,1,0.002051661450425046,131001,2018-02-05,2017-12-21,2018-03-22,4550,2018-04-04,13
497,3050330,1,27,110034,233,233,228,0,0.002051661450425046,110029,2018-03-09,2018-03-02,2018-04-03,4388,2018-04-10,12
498,3038213,1,27,110034,233,245,131,0,0.002051661450425046,110025,2017-12-13,2017-12-13,2018-03-30,4388,2018-04-09,12
499,2920840,8,1,400059,233,233,131,0,0.002051661450425046,400051,2017-12-14,2017-12-13,2018-02-27,4581,2018-03-07,12
500,2969023,7,24,110092,233,233,131,0,0.002051661450425046,110072,2018-01-27,2018-01-07,2018-03-10,4150,2018-03-13,12
501,2961591,2,2,110018,233,233,131,0,0.002051661450425046,110067,2017-05-08,2017-05-07,2018-03-09,4092,2018-03-14,13
502,3059009,0,6,160059,233,233,131,1,0.002051661450425046,160019,2017-10-06,2017-10-01,2018-04-05,4441,2018-04-11,11
503,2883293,0,4,600024,233,233,131,1,0.002051661450425046,607402,2017-11-18,2017-11-16,2018-02-18,4490,2018-02-21,10
504,2934920,0,7,500004,233,233,131,1,0.002051661450425046,530017,2017-10-20,2017-10-18,2018-03-03,4403,2018-03-07,10
505,2990164,0,22,400104,308,233,131,0,0.002051661450425046,400083,2017-07-24,2016-10-01,2018-03-17,4581,2018-03-21,10
506,2990164,0,22,400104,308,233,131,0,0.002051661450425046,400083,2017-07-24,2017-07-20,2018-03-17,4581,2018-03-21,10
507,3031453,1,27,110034,233,233,131,1,0.002051661450425046,131021,2017-12-26,2017-12-19,2018-03-28,4388,2018-03-31,12
508,3030208,1,25,560037,201,233,131,3,0.002051661450425046,683543,2017-06-05,2017-05-10,2018-03-28,4460,2018-04-09,14
509,2924766,1,2,110018,233,233,228,0,0.002051661450425046,110075,2017-12-29,2017-07-21,2018-02-28,4388,2018-03-04,12
510,2930751,0,22,400104,233,233,131,0,0.002051661450425046,400098,2017-12-26,2017-12-16,2018-03-02,4581,2018-03-06,12
511,3012230,1,8,700064,233,233,131,0,0.002051661450425046,700072,2017-08-26,2017-04-01,2018-03-23,4499,2018-03-26,12
512,3003946,1,6,160059,233,233,228,2,0.002051661450425046,141002,2018-02-17,2018-02-13,2018-03-21,4437,2018-03-29,11
513,2962440,9,1,400059,233,245,131,1,0.002051661450425046,394210,2018-01-31,2017-05-25,2018-03-10,4015,2018-03-19,14
514,2943050,5,4,600024,233,233,228,0,0.002051661450425046,600118,2017-10-27,2016-06-25,2018-03-05,4488,2018-03-09,11
515,2994280,8,26,560066,308,233,131,0,0.002051661450425046,560037,2017-06-02,2017-05-30,2018-03-18,5001,2018-03-20,8
516,3025655,0,22,400104,233,233,131,1,0.002051661450425046,384002,2017-06-28,2017-06-24,2018-03-27,4581,2018-03-31,12
517,2856203,3,6,160059,233,233,228,1,0.002051661450425046,160103,2018-01-18,2018-01-03,2018-02-09,4549,2018-02-12,14
518,2898673,0,2,110018,233,233,131,0,0.002051661450425046,110085,2017-06-30,2017-06-28,2018-02-22,4147,2018-02-26,12
519,2906662,1,2,110018,308,233,131,0,0.002051661450425046,122001,2017-07-29,2017-07-18,2018-02-25,4388,2018-03-05,12
520,2939509,0,7,500004,233,233,131,0,0.002051661450425046,500084,2017-05-22,2017-05-19,2018-03-05,4403,2018-03-09,10
521,3009705,0,21,110015,233,233,228,1,0.002051661450425046,180012,2018-02-15,2018-01-09,2018-03-23,4580,2018-03-26,11
522,2860907,0,21,110015,233,233,131,0,0.002051661450425046,110034,2017-07-06,2017-07-05,2018-02-11,4580,2018-02-13,11
523,2865502,19,21,110015,233,233,131,3,0.002051661450425046,0,2017-06-17,2017-06-13,2018-02-13,4580,2018-02-15,12
524,2865502,19,21,110015,233,233,131,0,0.002051661450425046,110025,2017-06-17,2017-06-13,2018-02-13,4580,2018-02-15,12
525,2865502,0,21,110015,233,233,131,0,0.002051661450425046,110025,2017-06-17,2017-05-05,2018-02-13,4580,2018-02-15,11
526,2865502,0,21,110015,233,233,131,3,0.002051661450425046,0,2017-06-17,2017-05-05,2018-02-13,4580,2018-02-15,11
527,2884038,1,12,302006,233,233,228,0,0.002051661450425046,302001,2017-09-29,2017-03-08,2018-02-18,4453,2018-02-21,13
528,2926865,3,3,560011,233,233,228,0,0.002051661450425046,560097,2017-12-15,2017-03-29,2018-03-01,4469,2018-03-06,12
529,3024359,1,27,110034,308,233,228,0,0.002051661450425046,110051,2018-02-17,2016-12-16,2018-03-27,4388,2018-04-03,12
530,3044401,3,2,110018,233,233,131,1,0.002051661450425046,124001,2018-02-28,2017-10-03,2018-04-01,4550,2018-04-03,13
531,3000644,0,21,110015,233,233,131,1,0.002051661450425046,131028,2017-11-10,2018-04-11,2018-03-20,4580,2018-04-01,11
532,3065947,0,22,400104,233,233,131,1,0.002051661450425046,431601,2017-07-24,2017-07-20,2018-04-08,4581,2018-04-10,12
533,2827514,0,21,110015,233,245,131,0,0.002051661450425046,110070,2017-05-16,2017-05-13,2018-02-01,4580,2018-02-05,11
534,2991249,7,24,110092,233,245,131,0,0.002051661450425046,110086,2017-04-22,2017-04-20,2018-03-17,4150,2018-03-24,12
535,2869637,0,21,110015,233,233,131,1,0.002051661450425046,248007,2017-12-28,2017-06-22,2018-02-14,4580,2018-02-17,11
536,2840650,3,1,400059,0,0,131,0,0.002051661450425046,400053,2017-11-22,2017-11-20,2018-02-05,4545,2018-02-08,13
537,2883620,3,11,641012,233,233,228,0,0.002051661450425046,641035,2018-02-02,2017-04-15,2018-02-18,4492,2018-02-21,14
538,3063850,0,7,500004,233,233,131,0,0.002051661450425046,500079,2017-05-19,2017-05-17,2018-04-07,4403,2018-04-18,10
539,2886273,0,17,800001,233,233,131,0,0.002051661450425046,800013,2017-07-29,2017-07-27,2018-02-19,4538,2018-02-21,12
540,3019633,1,25,560037,233,233,131,0,0.002051661450425046,560068,2018-02-22,2017-10-29,2018-03-26,4460,2018-03-31,10
541,3054023,3,5,380009,233,233,228,0,0.002051661450425046,380055,2018-03-01,2018-02-26,2018-04-04,4546,2018-04-10,13
542,2883881,3,6,160059,233,233,131,2,0.002051661450425046,143001,2018-01-19,2017-02-12,2018-02-18,4549,2018-02-21,14
543,2945175,0,21,110015,233,233,131,1,0.002051661450425046,132103,2017-11-11,2017-11-08,2018-03-06,4580,2018-03-12,11
544,2921054,0,21,110015,233,233,131,1,0.002051661450425046,342001,2017-07-31,2017-07-29,2018-02-27,4580,2018-03-03,11
545,2830791,0,7,500004,233,233,131,2,0.002051661450425046,507115,2017-10-06,2017-09-30,2018-02-02,4403,2018-02-10,10
546,2951098,8,12,302006,233,233,131,1,0.002051661450425046,313001,2018-02-27,2018-02-25,2018-03-07,4668,2018-03-15,14
547,3025629,0,7,500004,233,233,131,0,0.002051661450425046,500016,2018-01-02,2018-01-01,2018-03-27,4403,2018-04-04,10
548,3058004,0,21,110015,308,233,131,0,0.002051661450425046,122018,2017-10-16,2017-10-13,2018-04-05,4580,2018-04-12,9
549,2894422,0,3,560011,233,245,131,0,0.002051661450425046,560037,2017-02-27,2017-02-08,2018-02-21,4467,2018-02-24,10
550,2901320,3,3,560011,233,245,131,0,0.002051661450425046,560008,2017-04-09,2017-04-06,2018-02-23,4461,2018-02-26,13
551,2843754,14,1,400059,233,233,131,0,0.002051661450425046,400004,2017-02-18,2017-02-15,2018-02-06,4019,2018-02-10,15
552,2843203,1,1,400059,233,233,228,0,0.002051661450425046,400612,2017-06-21,2016-09-12,2018-02-06,4398,2018-02-12,11
553,2859463,2,2,110018,233,233,131,0,0.002051661450425046,121003,2017-02-24,2017-02-08,2018-02-10,4092,2018-02-15,13
554,2886084,9,1,400059,233,233,131,0,0.002051661450425046,401303,2017-02-25,2017-02-25,2018-02-19,4015,2018-02-23,14
555,2866387,0,21,110015,233,233,131,1,0.002051661450425046,334001,2017-08-31,2017-08-25,2018-02-13,4580,2018-02-24,11
556,2907324,0,21,110015,233,233,131,0,0.002051661450425046,302012,2017-03-07,2017-03-03,2018-02-26,4580,2018-03-06,11
557,2889057,0,6,160059,233,233,131,1,0.002051661450425046,160047,2017-03-14,2017-03-09,2018-02-20,4673,2018-03-08,12
558,2933663,3,2,110018,308,233,228,0,0.002051661450425046,122003,2017-10-15,2017-07-01,2018-03-03,4091,2018-03-17,13
559,2973581,0,22,400104,233,233,131,0,0.002051661450425046,400604,2016-09-01,2016-08-30,2018-03-13,4581,2018-03-21,12
560,3029501,1,27,110034,233,233,228,1,0.002051661450425046,342008,2017-05-19,2017-05-19,2018-03-28,4388,2018-04-06,12
561,2899996,1,3,560011,233,245,131,0,0.002051661450425046,560066,2018-01-24,2018-01-24,2018-02-23,4460,2018-02-26,9
562,2855179,3,2,110018,233,233,131,0,0.002051661450425046,110093,2017-11-29,2017-11-22,2018-02-09,4094,2018-02-14,14
563,3030476,0,7,500004,233,233,131,1,0.002051661450425046,520002,2017-08-26,2017-07-08,2018-03-28,4403,2018-04-02,10
564,2938992,0,21,110015,233,233,131,2,0.002051661450425046,141003,2017-10-12,2017-10-10,2018-03-04,4580,2018-03-11,11
565,3073790,0,21,110015,233,233,131,0,0.002051661450425046,110062,2017-10-23,2017-10-16,2018-04-11,4580,2018-04-14,11
566,2900218,0,21,110015,201,233,131,4,0.002051661450425046,124146,2017-03-04,2017-03-02,2018-02-23,4580,2018-02-27,15
567,2930437,0,21,110015,233,233,131,1,0.002051661450425046,136038,2017-08-01,2017-07-29,2018-03-02,4580,2018-03-07,11
568,3023784,1,27,110034,233,233,228,0,0.002051661450425046,121005,2017-09-18,2017-07-19,2018-03-27,4388,2018-04-06,12
569,2860965,1,2,110018,233,233,228,1,0.002051661450425046,135003,2017-04-26,2016-11-27,2018-02-11,4388,2018-02-20,12
570,2928767,0,21,110015,233,245,131,0,0.002051661450425046,110001,2017-03-27,2016-05-12,2018-03-01,4580,2018-03-10,11
571,2840328,3,2,110018,233,233,131,0,0.002051661450425046,110024,2017-04-04,2017-04-02,2018-02-05,4091,2018-02-16,13
572,2821067,4,12,302006,233,233,131,1,0.002051661450425046,313001,2017-12-13,2017-12-13,2018-01-30,4407,2018-02-01,15
573,2850925,1,6,160059,233,233,228,2,0.002051661450425046,141001,2017-04-26,2016-12-28,2018-02-08,4437,2018-02-13,11
574,2867878,0,17,800001,233,233,131,1,0.002051661450425046,848101,2018-01-10,2017-02-20,2018-02-14,4538,2018-02-19,12
575,3058072,5,3,560011,233,245,228,0,0.002051661450425046,560079,2018-03-01,2017-07-23,2018-04-05,5146,2018-04-09,12
576,2824553,1,3,560011,233,233,228,0,0.002051661450425046,560076,2017-12-29,2017-12-28,2018-01-31,4667,2018-02-03,11
577,2969868,0,21,110015,233,233,131,0,0.002051661450425046,110088,2016-04-29,2016-04-01,2018-03-11,4580,2018-03-14,11
578,2958112,0,21,110015,233,233,131,0,0.002051661450425046,110009,2017-10-02,2017-09-28,2018-03-09,4580,2018-03-15,11
579,2873570,1,7,500004,233,233,228,0,0.002051661450425046,500003,2017-07-18,2017-06-30,2018-02-15,4474,2018-03-18,9
580,2975939,3,2,110018,233,233,131,0,0.002051661450425046,110051,2017-12-21,2017-12-21,2018-03-13,4550,2018-03-15,13
581,2953045,0,22,400104,233,233,131,0,0.002051661450425046,411014,2017-05-08,2017-05-06,2018-03-07,4581,2018-03-13,12
582,3001266,1,6,160059,233,233,131,1,0.002051661450425046,125055,2017-09-26,2017-09-21,2018-03-20,4437,2018-03-23,11
583,3003981,0,17,800001,233,233,131,2,0.002051661450425046,834004,2017-05-09,2017-05-06,2018-03-21,4538,2018-03-26,12
584,3060416,0,22,400104,233,233,131,0,0.002051661450425046,400071,2017-09-08,2017-09-05,2018-04-06,4581,2018-04-11,12
585,3043846,3,2,110018,233,233,228,0,0.002051661450425046,121003,2018-03-08,2016-12-25,2018-03-31,4550,2018-04-07,13
586,3047010,0,26,560066,233,233,131,0,0.002051661450425046,600125,2017-06-03,2017-05-23,2018-04-02,5001,2018-04-11,10
587,3007440,0,22,400104,233,233,131,0,0.002051661450425046,411001,2017-07-17,2017-07-13,2018-03-22,4581,2018-04-09,12
588,2822700,0,21,110015,233,233,131,2,0.002051661450425046,122050,2017-09-17,2017-09-09,2018-01-31,4580,2018-02-02,11
589,2822700,7,21,110015,233,233,131,2,0.002051661450425046,122050,2017-09-17,2016-01-01,2018-01-31,4580,2018-02-02,12
590,2949641,0,21,110015,201,233,131,3,0.002051661450425046,250341,2016-11-07,2016-11-04,2018-03-07,4580,2018-03-10,15
591,3012071,7,7,500004,233,233,228,0,0.002051661450425046,500042,2018-03-07,2018-02-04,2018-03-23,4479,2018-03-27,11
592,3085603,0,7,500004,233,233,131,0,0.002051661450425046,500038,2017-12-15,2017-12-13,2018-04-14,4403,2018-04-18,10
593,2836788,0,21,110015,233,233,131,1,0.002051661450425046,140413,2017-03-01,2017-02-24,2018-02-03,4580,2018-02-06,11
594,3048394,0,22,400104,233,233,131,1,0.002051661450425046,390002,2017-10-04,2017-09-30,2018-04-02,4581,2018-04-08,12
595,2944456,0,4,600024,233,233,131,0,0.002051661450425046,600016,2017-04-13,2017-04-12,2018-03-06,4490,2018-03-08,10
596,3059906,4,23,400001,233,233,131,1,0.002051661450425046,390001,2018-02-14,2018-02-14,2018-04-06,4398,2018-04-09,13
597,3047377,0,26,560066,233,233,228,0,0.002051661450425046,560068,2018-03-12,2018-01-29,2018-04-02,5001,2018-04-12,10
598,3083483,0,17,800001,233,233,131,0,0.002051661450425046,800013,2016-06-06,2016-06-02,2018-04-14,4410,2018-04-17,13
599,2854424,0,22,400104,233,245,131,1,0.002051661450425046,363641,2016-10-18,2016-10-14,2018-02-09,4581,2018-02-19,12
600,2865597,0,22,400104,233,233,131,1,0.002051661450425046,440016,2017-07-24,2017-07-22,2018-02-13,4581,2018-02-17,12
601,2919883,0,7,500004,233,233,131,0,0.002051661450425046,500025,2017-06-15,2017-06-14,2018-02-27,4403,2018-03-03,10
602,2996026,8,6,160059,233,233,131,2,0.002051661450425046,171006,2017-08-16,2015-09-12,2018-03-19,4441,2018-03-26,12
603,2996026,8,6,160059,233,233,131,2,0.002051661450425046,171006,2017-08-16,2016-09-30,2018-03-19,4441,2018-03-26,12
604,2833279,1,8,700064,233,233,131,0,0.002051661450425046,700029,2017-07-07,2017-06-27,2018-02-02,4499,2018-02-05,12
605,2897790,3,2,110018,233,233,228,0,0.002051661450425046,122004,2018-01-22,2017-05-18,2018-02-22,4091,2018-02-26,13
606,3014467,1,17,800001,201,233,131,4,0.002051661450425046,845412,2017-09-14,2017-09-14,2018-03-24,4370,2018-03-28,17
607,3046243,1,23,400001,233,233,131,0,0.002051661450425046,400606,2017-05-10,2017-05-01,2018-04-02,4398,2018-04-06,11
608,2983287,4,12,302006,233,233,131,1,0.002051661450425046,313001,2017-11-02,2017-11-01,2018-03-15,4407,2018-03-17,15
609,2822733,5,2,110018,233,233,228,0,0.002051661450425046,122009,2017-11-19,2017-10-05,2018-01-31,4148,2018-02-05,13
610,2831678,0,3,560011,233,233,131,0,0.002051661450425046,560041,2017-04-22,2017-04-19,2018-02-02,4467,2018-02-07,10
611,2841076,0,21,110015,233,233,131,0,0.002051661450425046,302018,2016-12-27,2016-12-06,2018-02-05,4668,2018-02-08,12
612,2839341,1,5,380009,233,233,131,0,0.002051661450425046,380007,2017-12-12,2017-12-07,2018-02-05,4422,2018-02-10,10
613,2879653,0,2,110018,233,233,131,0,0.002051661450425046,110012,2017-05-30,2017-05-29,2018-02-17,4147,2018-02-22,12
614,2854025,1,6,160059,233,233,131,2,0.002051661450425046,136026,2017-07-14,2017-07-13,2018-02-09,4437,2018-02-13,11
615,2928931,1,2,110018,233,233,131,0,0.002051661450425046,110034,2017-05-10,2017-05-10,2018-03-01,4388,2018-03-05,12
616,2928756,0,8,700064,201,233,131,3,0.002051661450425046,757037,2017-03-11,2017-03-09,2018-03-01,4508,2018-03-06,16
617,2949050,1,7,500004,233,233,228,0,0.002051661450425046,500049,2018-02-09,2018-02-07,2018-03-07,4474,2018-03-13,9
618,2930141,7,24,110092,233,233,228,0,0.002051661450425046,110044,2018-02-04,2018-02-03,2018-03-01,4150,2018-03-09,12
619,2951962,1,10,226010,233,233,228,1,0.002051661450425046,282006,2018-01-22,2017-09-17,2018-03-07,4425,2018-03-09,12
620,2941785,3,12,302006,233,233,228,0,0.002051661450425046,302018,2018-01-31,2017-10-06,2018-03-05,4453,2018-03-12,16
621,2953241,1,2,110018,233,233,228,0,0.002051661450425046,110096,2018-02-09,2016-10-28,2018-03-07,4388,2018-03-18,12
622,3000314,1,2,110018,233,233,228,0,0.002051661450425046,110034,2018-03-04,2017-07-21,2018-03-20,4388,2018-03-21,12
623,3035314,3,12,302006,233,233,131,0,0.002051661450425046,302025,2017-11-09,2017-11-08,2018-03-29,4453,2018-04-04,16
624,3039486,0,8,700064,0,233,131,1,0.002051661450425046,734007,2017-07-03,2017-06-29,2018-03-30,4508,2018-04-03,13
625,3039486,0,8,700064,233,233,131,1,0.002051661450425046,734007,2017-07-03,2017-06-29,2018-03-30,4508,2018-04-03,12
626,3079909,1,23,400001,233,233,131,2,0.002051661450425046,474005,2018-03-21,2018-01-25,2018-04-12,4398,2018-04-14,11
627,3063578,1,27,110034,0,233,131,0,0.002051661450425046,110088,2017-05-18,2017-05-17,2018-04-07,4388,2018-04-18,12
628,3063578,1,27,110034,233,233,131,0,0.002051661450425046,110088,2017-05-18,2017-05-17,2018-04-07,4388,2018-04-18,12
629,2990169,1,10,226010,233,233,131,1,0.002051661450425046,282007,2018-03-11,2018-03-08,2018-03-17,4425,2018-03-20,12
630,2897728,12,1,400059,233,233,228,0,0.002051661450425046,500007,2018-01-18,2017-09-08,2018-02-22,4478,2018-02-23,13
631,2985794,1,6,160059,233,233,131,2,0.002051661450425046,141003,2017-12-24,2017-12-22,2018-03-15,4437,2018-03-20,11
632,2965604,8,10,226010,233,233,131,1,0.002051661450425046,229001,2018-02-18,2017-12-15,2018-03-10,4393,2018-03-16,13
633,2950459,0,7,500004,233,233,131,0,0.002051661450425046,500082,2017-06-15,2017-04-13,2018-03-07,4403,2018-03-13,10
634,2994724,1,23,400001,233,233,131,1,0.002051661450425046,440014,2017-12-15,2017-12-14,2018-03-19,4398,2018-03-23,11
635,3007626,1,23,400001,233,233,131,1,0.002051661450425046,422003,2017-04-01,2017-03-26,2018-03-22,4398,2018-03-30,11
